timestamp,status,ewi_score,ewma_ratio,we_rule_count,z_score,if_score,total_amount,baseline,txn_count
2026-01-22 06:43:00,AMBER_BUILDING,77.23495421479409,0.9178415114771419,1,1.0572195178633965,,294246.7,245960.2746950059,1.0
2026-01-22 06:44:00,AMBER_BUILDING,68.1920394299246,0.7220493717215991,1,7.410325195906113,,866146.2499999999,246572.60000000018,4.0
2026-01-22 06:45:00,AMBER_BUILDING,61.54901333599122,0.48441955223538685,1,10.882209062204685,,2739603.46,432908.55000000005,7.0
2026-01-22 06:46:00,AMBER_BUILDING,54.25891015348548,0.41008712031454314,1,2.1310166674517963,,621351.11,432935.7291468127,3.0
2026-01-22 06:47:00,AMBER_BUILDING,52.79677443330447,0.30313040478847686,1,4.497959040252167,,928217.73,432962.91000000027,2.0
2026-01-22 06:48:00,AMBER_BUILDING,52.3287371371839,0.3580494822828317,0,-4.808449194073071,,192340.41999999998,434643.1098304973,3.0
2026-01-22 06:49:00,AMBER_BUILDING,56.89482621174008,0.4399172312506248,0,-6.712990098724627,,138723.6,432962.91000000027,4.0
2026-01-22 06:50:00,AMBER_BUILDING,51.92559878217988,0.381988287214827,0,1.3712583481582543,,546252.74,432935.7291468127,3.0
2026-01-22 06:51:00,AMBER_BUILDING,50.8359086611843,0.3051189269736487,0,2.811828873100925,,697420.53,432962.91000000027,5.0
2026-01-22 06:53:00,AMBER_BUILDING,50.69021809109543,0.3657335222566435,0,-4.883040987791811,,189189.05,432962.91000000027,2.0
2026-01-22 06:54:00,AMBER_BUILDING,52.00770640855004,0.41955499532677015,0,-5.051373260797013,,183854.32,432935.7291468127,2.0
2026-01-22 06:55:00,AMBER_BUILDING,53.588357544885554,0.3471155806903765,0,2.3572062874869077,,645602.02,432908.55000000005,5.0
2026-01-22 13:33:00,AMBER_BUILDING,50.90853469338689,0.5562764644365774,3,-3.237526127823216,,177029.08,1633383.321737525,2.0
2026-01-22 13:35:00,AMBER_BUILDING,50.675721787831435,0.5162494253360284,0,0.05400664827955558,,1622736.62,1559300.884609137,10.0
2026-01-22 14:44:00,AMBER_BUILDING,60.93598112008462,1.0362108739479492,0,0.7225792128980496,,2323323.21,1468654.1600000001,8.0
2026-01-22 14:45:00,AMBER_BUILDING,74.8201580098951,0.8895057134668729,0,1.2149186354959074,,2453701.87,1106153.5200000003,12.0
2026-01-22 14:46:00,AMBER_BUILDING,64.92143076391528,0.7934013236271068,0,0.4626014043866226,,1544495.25,1132519.879996262,8.0
2026-01-22 14:47:00,AMBER_BUILDING,58.598791207720886,0.7243373622775009,0,0.102744158155151,,1243140.43,1159514.7100000004,5.0
2026-01-22 14:48:00,AMBER_BUILDING,53.77216527724783,0.656162423981922,0,0.1791136982704985,,1350786.79,1188722.805365982,5.0
2026-01-23 06:39:00,AMBER_BUILDING,51.69702071254773,0.7333149820461732,0,-0.5796664794815364,,198892.64,294246.70000000024,3.0
2026-01-23 06:40:00,AMBER_BUILDING,55.67352729874767,0.6588070067551832,0,0.24211458879846506,,355676.86,277888.93080805195,3.0
2026-01-23 15:49:00,AMBER_BUILDING,63.7975407765173,1.1793683872197391,0,-0.36737507553954785,,652049.6799999999,728323.4820802062,5.0
2026-01-23 15:51:00,AMBER_BUILDING,75.59470607618444,0.994515696904832,0,0.8983147997341462,,1413716.72,661689.4932689591,10.0
2026-01-23 15:52:00,AMBER_BUILDING,67.4642998388361,0.7658430064679701,0,2.251924131404362,,3769797.17,671471.8199999996,8.0
