date,lnncp,dow,dow_sin,dow_cos,zscore,flag_zscore,modified_zscore,flag_modified_zscore,flag_iqr,rolling_zscore,flag_rolling_zscore,iso_forest_score,flag_iso_forest,lof_score,flag_lof,vote_count,n_methods,is_anomaly
2023-05-18,-14904.9,3,0.43388373911755823,-0.900968867902419,-2.610590810376725,False,-2.1660756718422474,False,False,-2.584895816721355,False,0.6069632241766086,True,1.2856938863941316,True,2,6,True
2023-07-28,-10113.66,4,-0.433883739117558,-0.9009688679024191,-1.3516607726263485,False,-1.149732169843731,False,False,-1.26385532167506,False,0.5952271077349369,True,1.285301187064071,True,2,6,True
2023-08-22,-12046.3,1,0.7818314824680298,0.6234898018587336,-1.8594747306326032,False,-1.5596941224285343,False,False,-2.08323494900041,False,0.595537740146651,True,1.2980766157136752,True,2,6,True
2023-10-01,-14804.7,6,-0.7818314824680299,0.6234898018587334,-2.5842625968489985,False,-2.144820710934372,False,False,-1.8650254741109789,False,0.6181875479419899,True,1.4013983704989577,True,2,6,True
2023-10-02,-14942.78,0,0.0,1.0,-2.6205440312193433,False,-2.1741109804170016,False,False,-1.9054846573570434,False,0.6555600996138029,True,1.4677258708396086,True,2,6,True
2023-10-03,-14143.32,1,0.7818314824680298,0.6234898018587336,-2.4104806221686768,False,-2.0045252414208887,False,False,-1.7507346769169718,False,0.6731855894904125,True,1.6355213065664866,True,2,6,True
2023-10-04,-3313.07,2,0.9749279121818236,-0.22252093395631434,0.43523928360645026,False,0.2928454209795402,False,False,0.36816068724247336,False,0.6572923819394166,True,1.4771583148312335,True,2,6,True
2023-10-05,-829.71,3,0.43388373911755823,-0.900968867902419,1.0877585684988322,False,0.8196290509214834,False,False,0.8615755508819031,False,0.5923482728065698,True,1.5752162869191106,True,2,6,True
2023-10-06,-13475.14,4,-0.433883739117558,-0.9009688679024191,-2.234911902458529,False,-1.8627873194705444,False,False,-1.6009526099949647,False,0.6629795669106284,True,1.8311182784755051,True,2,6,True
2023-10-07,-714.45,5,-0.9749279121818236,-0.2225209339563146,1.1180438967543795,False,0.8440786197262916,False,False,0.8391706717853898,False,0.665413404817272,True,1.650213947966495,True,2,6,True
2023-10-08,-1306.91,6,-0.7818314824680299,0.6234898018587334,0.9623711084645864,False,0.7184028299111204,False,False,0.7304400805867146,False,0.6011201625549958,True,1.580386811649229,True,2,6,True
2024-08-06,-13406.0,1,0.7818314824680298,0.6234898018587336,-2.2167449096111533,False,-1.8481209721933933,False,False,-1.9647756543606725,False,0.6098835325308507,True,1.568423845623758,True,2,6,True
2024-08-07,-6581.55,2,0.9749279121818236,-0.22252093395631434,-0.42357548037664217,False,-0.40048207031960387,False,False,-0.3352417646631077,False,0.6142312781089886,True,1.4656811503309748,True,2,6,True
