Datetime,transaction_count,dr_amount,cr_amount,total_amount,hour,dow,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,dr_cr_imbalance,tc_lag1,tc_diff1,tc_roll_mean_24,tc_roll_std_24,tc_wow_diff,amt_roll_std_24,seasonal_baseline,residual,residual_roll_std,seasonal_z,z_flag,ewma,ewma_limit,ewma_flag,cusum_up,cusum_dn,cusum_threshold,cusum_warn_level,sb_flag,sb_pre_alarm,if_score,if_threshold,if_flag,lof_score,lof_threshold,lof_flag,votes,is_anomaly,combined_score,building_stress,status,cum_confirmed_anomalies,cum_building_stress
2025-01-13 16:00:00,259,110024.0,125305.0,235329.0,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.06493434751200441,170.0,89.0,38.166666666666664,54.248756080041915,20.0,54627.48958235818,202.0,57.0,11.32978932617675,5.030984986482067,True,26.38208162636012,11.32978932617675,True,0.0,0.0,6.0,3.5999999999999996,True,False,,,False,,,False,3,True,0.709939668088728,False,Confirmed Anomaly,1,10
2025-01-20 16:00:00,229,111639.0,115348.0,226987.0,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.01634007084074929,161.0,68.0,36.041666666666664,50.858267821437856,-30.0,51483.208589168855,192.5,36.5,10.600117923872356,3.4433579194245505,True,15.576549657902492,10.600117923872356,True,0.0,0.0,6.0,3.5999999999999996,True,False,0.6226566572784652,0.5979581359170879,True,-0.038101951213305174,-0.04349460789665832,True,5,True,0.8596990092991703,False,Confirmed Anomaly,2,22
2025-01-20 18:00:00,48,17305.0,25518.0,42823.0,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.19178498038483094,264.0,-216.0,56.583333333333336,76.88609116408998,1.0,82485.13057092494,39.5,8.5,10.916910185601171,0.7786085857160436,False,16.068991781057594,10.916910185601171,True,2.322156050482204,0.0,6.0,3.5999999999999996,False,False,0.6302987249574614,0.5979581359170879,True,0.4665275174979773,-0.04349460789665832,True,3,True,0.6172223461156284,False,Confirmed Anomaly,3,22
2025-01-21 18:00:00,22,17914.0,17426.0,35340.0,18,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.013808324608811295,240.0,-218.0,48.833333333333336,65.190467872606,-10.0,66017.40385026226,39.5,-17.5,10.797075556109958,-1.62080925608573,False,-11.484061570327627,10.797075556109958,True,0.0,0.0,6.0,3.5999999999999996,True,False,0.5822880972474257,0.5913811013431046,False,0.33603913022929777,-0.11922948912290693,True,3,True,0.8339661137796367,False,Confirmed Anomaly,4,25
2025-01-24 15:00:00,178,71097.0,86635.0,157732.0,15,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.09850823860574515,85.0,93.0,51.25,64.57435889025115,21.0,63115.64897242317,127.5,50.5,10.480987108144477,4.818248460658623,True,15.141423503899656,10.480987108144477,True,0.0,0.0,6.0,3.5999999999999996,True,False,0.5400013643380456,0.5922460304502571,False,-0.36340658657129365,-0.05318085020976997,False,3,True,0.8462356228459242,False,Confirmed Anomaly,5,30
2025-01-28 09:00:00,126,40810.0,75826.0,116636.0,9,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.3002134828570694,81.0,45.0,59.541666666666664,74.28908233127657,48.0,76491.82917308598,95.5,30.5,10.050868737521693,3.0345635582860653,True,11.870186218858114,10.050868737521693,True,4.972066563876933,0.0,6.0,3.5999999999999996,False,True,0.5967252790586844,0.5838632089086466,True,0.3395787501418568,-0.10018869398204501,True,4,True,0.6860538040027939,False,Confirmed Anomaly,6,37
2025-01-28 11:00:00,124,77756.0,58408.0,136164.0,11,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.14209231447141335,155.0,-31.0,61.291666666666664,75.96307980034527,46.0,78566.70369098957,93.0,31.0,10.192837727617572,3.041351273159707,True,17.796919180069192,10.192837727617572,True,2.541351273159707,0.0,6.0,3.5999999999999996,False,False,0.6044573154977602,0.5838632089086466,True,0.40255887016197645,-0.10018869398204501,True,4,True,0.6894167652850989,False,Confirmed Anomaly,7,37
2025-01-28 13:00:00,85,41454.0,44704.0,86158.0,13,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.037720957764133756,103.0,-18.0,62.541666666666664,76.65959718508643,38.0,79842.53437506208,56.0,29.0,10.365505966360626,2.797740900841141,False,22.070028275244283,10.365505966360626,True,0.0,0.0,6.0,3.5999999999999996,True,False,0.5475652432886308,0.5838632089086466,False,-0.09726504324250373,-0.10018869398204501,True,3,True,0.8099949214138058,False,Confirmed Anomaly,8,38
2025-01-28 15:00:00,203,95831.0,96763.0,192594.0,15,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.004839170279602274,94.0,109.0,63.083333333333336,76.80744793293822,69.0,79988.76583375246,145.5,57.5,10.432978460448588,5.511369568909056,True,26.98481809615634,10.432978460448588,True,5.325648749891635,0.0,6.0,3.5999999999999996,False,True,0.5965423858022901,0.5838632089086466,True,0.9330300236068987,-0.10018869398204501,True,4,True,0.7717741167164441,False,Confirmed Anomaly,9,38
2025-01-28 16:00:00,266,131459.0,147398.0,278857.0,16,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.05715812348937452,203.0,63.0,64.66666666666667,79.3493468188599,86.0,81751.56800675695,196.5,69.5,10.757365487531906,6.460689662404097,True,35.48785447692507,10.757365487531906,True,0.0,0.0,6.0,3.5999999999999996,True,False,0.6337464290604686,0.5838632089086466,True,1.5613264598407834,-0.10018869398204501,True,5,True,0.995248127340824,False,Confirmed Anomaly,10,38
